p_val avg_log2FC pct.1 pct.2 p_val_adj
FAT3 1.67650933131149e-19 -0.822860735049458 0.207 0.341 6.13401234140249e-15
TMEM178B 1.67925857023348e-19 -0.491556076675771 0.321 0.466 6.14407125677024e-15
ZMYND11 1.70485909747544e-19 -0.363887885683406 0.186 0.382 6.23773846584314e-15
CPEB4 1.84308715085628e-19 -0.305410653304401 0.326 0.518 6.74348726755296e-15
CTNND1 1.8451162431288e-19 -0.551438222207391 0.161 0.347 6.75091131035966e-15
BPTF 1.84672921740428e-19 -0.2301872366164 0.27 0.478 6.75681286063876e-15
LYST 2.27035523734462e-19 -0.453601160280194 0.177 0.356 8.3067757423965e-15
PPP6R2 2.29843942289156e-19 -0.357623029690974 0.242 0.434 8.40953016047562e-15
PPP2CB 2.31590728375408e-19 -0.479849023052738 0.156 0.34 8.47344156979942e-15
MARCH6 2.59599748422781e-19 -0.249271166648079 0.267 0.472 9.49823559529271e-15
FSTL5 2.68993532621643e-19 -0.779825580231573 0.186 0.313 9.84193537156066e-15
SPRED2 2.71261289821324e-19 -0.608934778790212 0.189 0.355 9.92490807198259e-15
WDR7 3.08246866884784e-19 -0.273627006600586 0.302 0.489 1.12781363655805e-14
TRIM44 3.11004261765846e-19 -0.378368423881089 0.237 0.422 1.13790239294888e-14
SLC1A2 3.30658860528369e-19 -1.09189580938581 0.285 0.441 1.2098146389012e-14
MED13L 3.40136335538353e-19 -0.192577498129037 0.422 0.607 1.24449082446773e-14
PHC3 3.51781112107877e-19 -0.323865535635044 0.192 0.387 1.2870967329803e-14
ESYT2 3.52140187479472e-19 -0.528192483487453 0.222 0.399 1.28841051794989e-14
CPEB3 3.97397045682389e-19 -0.295634052153859 0.343 0.517 1.45399631074272e-14
PACS1 4.05073621574112e-19 -0.49609658242173 0.211 0.383 1.48208336661536e-14
KLF12 4.20249070266182e-19 -0.580104240653037 0.216 0.375 1.53760729828991e-14
GABRB1 4.21808541393437e-19 -0.586810486473673 0.351 0.489 1.54331309125031e-14
RAPGEF2 4.42111486024377e-19 -0.318162653939564 0.339 0.516 1.61759750506599e-14
MAML2 4.71061386612906e-19 -0.664885310435983 0.183 0.324 1.7235194013393e-14
PRICKLE2 5.53571740208257e-19 -0.540963308806981 0.248 0.404 2.02540828307397e-14
GSN 5.61785971674263e-19 1.1100855702083 0.293 0.277 2.05546251316179e-14
NPAS2 6.02208475108976e-19 -0.666223613608242 0.144 0.292 2.20336036872872e-14
INPP4A 6.46024334483243e-19 -0.587948803125031 0.197 0.353 2.36367383500729e-14
NPTXR 6.89835402159267e-19 -0.892247585370263 0.136 0.285 2.52396976942033e-14
TMEM132B 7.46267757911081e-19 -0.551262529177575 0.309 0.444 2.73044447264506e-14
PCNX2 8.09402546787166e-19 -0.565862864496186 0.241 0.389 2.96144203818488e-14
CEP85L 8.19823612561221e-19 -0.4197023005229 0.235 0.418 2.99957063363899e-14
SLC8A1 8.30242885480793e-19 -0.670248715910615 0.297 0.431 3.03769266939712e-14
DOP1A 8.53544201115133e-19 -0.41860211435376 0.178 0.356 3.12294752304005e-14
CELF4 8.76721237078544e-19 -0.61066622138048 0.272 0.407 3.20774766222298e-14
PUM1 9.11531285318519e-19 -0.249660327938207 0.252 0.454 3.3351106667234e-14
CARMIL1 9.3214825645059e-19 -0.74646186985879 0.207 0.348 3.41054404070142e-14
TSPAN7 1.04608514189615e-18 -0.426402583543595 0.291 0.457 3.82741631716962e-14
AMBRA1 1.06012099165102e-18 -0.243618852681254 0.17 0.367 3.87877068425276e-14
KCNJ3 1.14891687996161e-18 -0.705153305156296 0.228 0.351 4.20365708040352e-14
SCAMP1 1.2204674058748e-18 -0.483154278807639 0.154 0.328 4.46544614461472e-14
PTPRN2 1.30012090676586e-18 -0.698298056801089 0.291 0.405 4.75688237367491e-14
CAPZB 1.32055261229254e-18 -0.414433486323375 0.193 0.394 4.83163789785593e-14
TCF7L2 1.35714154455018e-18 -0.670045551516691 0.133 0.289 4.96550948320019e-14
TMEM144 1.41131357079128e-18 0.905578050081437 0.327 0.274 5.16371409281113e-14
RERE 1.46442497878188e-18 -0.174416945827247 0.527 0.694 5.35803811236716e-14
KIF21A 1.49135206400997e-18 -0.400260077564755 0.252 0.426 5.45655893179969e-14
CHD9 1.52217262570329e-18 -0.268907747475164 0.347 0.533 5.56932520292319e-14
PKN2 1.54211491832627e-18 -0.337262657678798 0.186 0.381 5.64229006317214e-14
DAAM1 1.57611031051885e-18 -0.516287137886795 0.223 0.389 5.76667240412636e-14
MTURN 1.6358880280806e-18 -0.680767782436951 0.153 0.324 5.9853871171413e-14
ANKRD36 1.67525715380131e-18 -0.279553397048897 0.203 0.376 6.12943087432823e-14
VPS13B 1.83028592133874e-18 -0.259873473447978 0.303 0.485 6.6966501289942e-14
PHF20L1 1.90584824763223e-18 -0.503680785882984 0.158 0.326 6.97311756843682e-14
MAN1A2 1.92837963205142e-18 -0.316893670777041 0.21 0.392 7.05555539774975e-14
ELOVL5 1.9706919601435e-18 -0.782898854366213 0.119 0.283 7.21036774377305e-14
APPBP2 2.13680275309174e-18 -0.346060202468519 0.159 0.357 7.81813391301205e-14
DAB1 2.1461642821631e-18 -0.708831413692154 0.281 0.416 7.85238587557834e-14
SENP7 2.16159457469282e-18 -0.414050999632582 0.125 0.309 7.9088422298861e-14
USP34 2.22480834042849e-18 -0.167973971268804 0.366 0.559 8.14012875595976e-14
CERS6 2.22818137861849e-18 -0.548417968245465 0.267 0.412 8.15247002808933e-14
GLS 2.25542614976564e-18 -0.383425685887963 0.282 0.44 8.25215319676252e-14
PNMA2 2.26491931836394e-18 -0.809323670033149 0.144 0.287 8.28688680202997e-14
UBR5 2.34995532029005e-18 -0.244723645805078 0.278 0.468 8.59801652587725e-14
DNMT3A 2.40866644007763e-18 -0.277760449529378 0.126 0.311 8.81282877095604e-14
GABRA4 2.49067638109291e-18 -0.859048658671875 0.12 0.256 9.11288674314273e-14
CABLES1 2.61926605763314e-18 -1.04430012411875 0.11 0.25 9.58337065166814e-14
GALNT2 2.66331326508467e-18 -0.519382442646357 0.134 0.309 9.7445305742918e-14
NDUFS1 2.68124333372063e-18 -0.547349971451473 0.19 0.363 9.81013310941705e-14
NFIB 2.68362550267314e-18 -0.427867301727193 0.311 0.468 9.8188489891805e-14
VAPA 3.15825878742334e-18 -0.28277737207645 0.171 0.368 1.15554372514245e-13
MOBP 3.17618101269034e-18 0.717771561336542 0.325 0.234 1.16210110892314e-13
LMO4 3.20606405825046e-18 -0.993151900051301 0.201 0.342 1.17303471763268e-13
PTPRM 3.30414179038672e-18 -0.566022697942397 0.244 0.4 1.20891939826669e-13
RNF157 3.43540377237334e-18 -0.608450310139132 0.147 0.305 1.25694553223596e-13
PCDH7 3.63291284948785e-18 -0.481713637677405 0.312 0.463 1.32921015337061e-13
ADK 3.63861251238119e-18 -0.359535142163639 0.3 0.468 1.33129554603003e-13
FGD4 3.82520370803876e-18 -0.621920386732102 0.148 0.316 1.39956553269722e-13
OLFM1 3.90838167318802e-18 -0.919831582775065 0.202 0.346 1.42999868658603e-13
MTPN 3.93992493550296e-18 -0.778920459890376 0.101 0.255 1.44153973540182e-13
OLFM2 4.29036954223691e-18 -0.779501721013812 0.124 0.277 1.56976040811364e-13
ATP6V1B2 4.36785652130672e-18 -0.696285029259898 0.136 0.293 1.5981113440157e-13
BRINP2 4.4022805606333e-18 -0.782679940858251 0.158 0.301 1.61070641152451e-13
SGIP1 4.53370980317571e-18 -0.291508513422502 0.398 0.566 1.65879374278593e-13
ARID1A 4.68277272595496e-18 -0.35370058812499 0.186 0.383 1.7133328849724e-13
EHMT1 4.76513581967131e-18 -0.312852081379351 0.188 0.387 1.74346789370134e-13
LINC00342 5.11158130829069e-18 -0.479753485442531 0.119 0.289 1.8702253690774e-13
HIVEP2 5.60287085822281e-18 -0.359547355837697 0.285 0.448 2.04997838960656e-13
NR2F1-AS1 6.02473148147609e-18 -0.501429543085586 0.236 0.384 2.20432875444247e-13
FRS2 6.57770922445659e-18 -0.377674127662877 0.132 0.319 2.40665225104418e-13
SLC25A12 6.75940782043053e-18 -0.461622234095031 0.243 0.398 2.47313213333912e-13
VOPP1 6.79952051780655e-18 -0.590910171736861 0.144 0.311 2.48780856705506e-13
SYN1 7.00461472438944e-18 -0.962890542602955 0.116 0.25 2.56284843535961e-13
ADGRB3 8.21889880071271e-18 -0.344793143544239 0.704 0.812 3.00713069320477e-13
RPL13 8.37236800329894e-18 0.987027544312115 0.306 0.29 3.06328200504701e-13
HERC1 8.71146382217505e-18 -0.261767249371571 0.359 0.533 3.18735038325741e-13
ADCY2 8.79296876923863e-18 -0.527270001947654 0.344 0.474 3.21717141328903e-13
TBL1XR1 9.19688532323076e-18 -0.238012517078627 0.347 0.533 3.36495640206367e-13
PCNX1 9.68353395531515e-18 -0.306949942343348 0.233 0.412 3.54301140357071e-13
PRKCE 9.77419098321441e-18 -0.369925992501502 0.365 0.526 3.57618099693849e-13
SBF2 1.0504461657672e-17 -0.298996195245825 0.356 0.526 3.84337243130901e-13
RAB11FIP2 1.0586440657164e-17 -0.552909328857655 0.115 0.282 3.87336690764318e-13
ATP6V0A1 1.08707291191791e-17 -0.35620170463197 0.238 0.416 3.97738237012526e-13
REV1 1.19255967275275e-17 -0.502950521109779 0.123 0.294 4.36333733066777e-13
LINC00461 1.26940795457356e-17 -0.460585525506401 0.259 0.422 4.64450982419373e-13
PRKACB 1.29135356785291e-17 -0.175034770220427 0.393 0.571 4.72480443406024e-13
MLLT3 1.37695331510394e-17 -0.356729446048214 0.294 0.462 5.03799678930231e-13
ADAM22 1.40753823313499e-17 -0.414123213786219 0.229 0.383 5.1499008873943e-13
MAP1B 1.40756993918525e-17 -0.562820686581008 0.432 0.574 5.15001689349099e-13
DMXL2 1.41542640877556e-17 -0.425399670983691 0.173 0.335 5.17876214442801e-13
MAPRE2 1.41737485901875e-17 -0.282120177118658 0.314 0.506 5.1858911341778e-13
BAZ2B 1.41945221596993e-17 -0.257154448592289 0.305 0.507 5.19349176779077e-13
AVL9 1.45944281210726e-17 -0.377748438191522 0.186 0.372 5.33980936093802e-13
TBCD 1.50434348563051e-17 -0.504937255296665 0.13 0.303 5.50409194522492e-13
BDP1 1.52955214873109e-17 -0.46499414779473 0.137 0.3 5.59632540177731e-13
STXBP5 1.7132739748744e-17 -0.374027971987912 0.331 0.496 6.26852681927047e-13
OIP5-AS1 1.74974061925343e-17 -0.503627343264829 0.203 0.376 6.40195097772445e-13
CXXC5 1.86088030057509e-17 -0.688992315632291 0.107 0.255 6.80858884374415e-13
SPIDR 1.86663184637333e-17 -0.283946028944317 0.281 0.458 6.82963259951073e-13
AF117829.1 1.95761729836577e-17 -0.643844147251931 0.12 0.273 7.16253017126069e-13
NCOA2 1.95926879314104e-17 -0.268585061940978 0.314 0.5 7.16857266034445e-13
PCBP1-AS1 2.05619959716591e-17 -0.289753774293906 0.144 0.332 7.52322308611062e-13
LRCH1 2.16447348942971e-17 -0.751356409512845 0.13 0.28 7.91937560312541e-13
ERCC6L2 2.47940351325094e-17 -0.368519910346084 0.151 0.336 9.07164157428253e-13
UBE3C 2.48045729351637e-17 -0.265180017683611 0.205 0.392 9.07549714551768e-13
PPP3CB 2.55229794405732e-17 -0.510554317045226 0.22 0.393 9.33834771771693e-13
ATF6 2.56756761555384e-17 -0.33523535446156 0.13 0.302 9.39421639178838e-13
MIGA1 2.5914716267511e-17 -0.391813846139922 0.136 0.312 9.48167638795694e-13
HS2ST1 2.68687308012332e-17 -0.492308292002091 0.182 0.344 9.83073122555519e-13
CDK17 2.72929406184016e-17 -0.327947997451816 0.188 0.377 9.98594111346079e-13
OSBPL9 2.73918990658667e-17 -0.18375913934332 0.19 0.39 1.00221480302193e-12
GABRB2 2.75659401999524e-17 -0.664714638877661 0.321 0.437 1.00858262003586e-12
PTPRJ 2.78984862870186e-17 -0.402705121848861 0.251 0.436 1.02074981626944e-12
CALM1 3.0157788698138e-17 -0.645203630628364 0.458 0.619 1.10341317288747e-12
SENP5 3.14101651398786e-17 -0.585114553278298 0.124 0.286 1.14923512213788e-12
EPB41L1 3.95746831212717e-17 -0.419139072091789 0.168 0.346 1.44795850604109e-12
CSRNP3 3.97272506468704e-17 -0.437558083709971 0.295 0.44 1.45354064666769e-12
MAP2 4.39883566517825e-17 -0.417867507652402 0.386 0.53 1.60944599317542e-12
PARD3 4.41860996956105e-17 -0.586119870712642 0.175 0.313 1.616681015663e-12
RYR3 4.6073070876858e-17 -0.919049552448331 0.198 0.312 1.68572151724248e-12
STAG1 4.70532120278131e-17 -0.320286760243798 0.29 0.474 1.72158292167363e-12
HIVEP3 4.98555096621758e-17 -0.473557730368184 0.284 0.431 1.82411338751969e-12
ASTN2 5.02196167122177e-17 -0.354417813668109 0.369 0.529 1.83743533626662e-12
BRD4 5.14724849396027e-17 -0.415076114672686 0.138 0.313 1.88327527897018e-12
CHL1 5.38929380126541e-17 -0.569586921391354 0.29 0.43 1.97183481600699e-12
ABI2 5.4147741715849e-17 -0.304679096031057 0.29 0.468 1.98115757389948e-12
LARP1B 5.43004910230641e-17 -0.439031659981396 0.139 0.296 1.98674636555187e-12
AP2A2 5.49187012549352e-17 -0.572540764087835 0.116 0.275 2.00936544151557e-12
VGLL4 5.57043357859431e-17 -0.386191208351955 0.195 0.375 2.03811023773608e-12
RPL41 5.59433360082845e-17 0.869448179031855 0.314 0.298 2.04685477787111e-12
PDS5B 5.67212399853322e-17 -0.292656083945147 0.257 0.433 2.07531672858333e-12
PPM1L 6.16994765145253e-17 -0.488372957636124 0.253 0.402 2.25746044671345e-12
RC3H1 6.60926960323943e-17 -0.293541371813294 0.14 0.325 2.41819956243324e-12
TNKS 6.85139451733198e-17 -0.183269673032911 0.311 0.496 2.50678822600143e-12
DNM1 7.3471449570756e-17 -0.599721279909937 0.267 0.405 2.68817339689482e-12
HELZ 7.40632309452728e-17 -0.334164808488049 0.191 0.378 2.70982549382564e-12
GCC2 7.428058225215e-17 -0.643820957539572 0.127 0.282 2.71777794344166e-12
PPP1R12A 8.28586839445958e-17 -0.246738107012013 0.248 0.433 3.03163352816487e-12
NSF 8.81568266491545e-17 -0.600874621686621 0.192 0.349 3.22548197343927e-12
FBXO34 8.81884289301789e-17 -0.580113346931993 0.127 0.281 3.22663823769739e-12
ZMIZ1 9.53067564221027e-17 -0.567937293612732 0.1 0.258 3.48708360397189e-12
GOSR1 1.05014296686345e-16 -0.560302034865959 0.101 0.258 3.84226308715998e-12
GPC5 1.05574767641405e-16 -0.942346881234417 0.227 0.344 3.86276959846372e-12
NT5C2 1.10582406608377e-16 -0.286981506687116 0.186 0.373 4.04598909298731e-12
UBQLN1 1.11811357534007e-16 -0.423277770329689 0.101 0.262 4.09095394945426e-12
PRKAR1B 1.1652475169842e-16 -0.694126985814054 0.186 0.331 4.26340761514181e-12
FNDC3A 1.19645374041698e-16 -0.258904367726124 0.196 0.382 4.37758494543766e-12
GRIN2B 1.28916665579714e-16 -0.595819232490022 0.323 0.436 4.71680296023058e-12
STXBP1 1.31014582983495e-16 -0.53039578536082 0.283 0.432 4.79356156220011e-12
ATCAY 1.32269651711632e-16 -0.835995655111311 0.155 0.291 4.83948201682521e-12
PRKD1 1.33285458049389e-16 -0.568825976967529 0.194 0.34 4.87664833911105e-12
CTIF 1.36729329916504e-16 -0.263534266732437 0.2 0.381 5.00265272298505e-12
FBXW7 1.41979126408979e-16 -0.465246603883232 0.291 0.45 5.19473227705172e-12
EPC2 1.44954325165128e-16 -0.45094956949984 0.121 0.289 5.30358884914172e-12
DIAPH2 1.52575254591626e-16 -0.861339703930026 0.149 0.279 5.5824234149984e-12
PRKDC 1.62684143897677e-16 -0.355600301013593 0.163 0.339 5.95228745692822e-12
SHOC2 1.69489933828798e-16 -0.51026700822095 0.103 0.26 6.20129769892807e-12
MAP4 1.83258719982043e-16 -0.225318807521936 0.259 0.466 6.70507004670301e-12
BRINP3 1.90471870741227e-16 -0.822993284232911 0.18 0.294 6.96898480668001e-12
KIF5C 1.94435374994858e-16 -0.351146876751974 0.307 0.462 7.11400150031187e-12
LPP 1.99342541104453e-16 -0.385791577621496 0.274 0.444 7.29354489392971e-12
NUP98 2.12278389640752e-16 -0.474128179653684 0.092 0.251 7.76684172017582e-12
EPHA6 2.15755501565248e-16 -0.493190551620088 0.19 0.326 7.89406229126928e-12
ASPH 2.35620042770775e-16 -0.476952959865432 0.196 0.367 8.62086612489711e-12
ZNF148 2.4294876178932e-16 -0.213985341168386 0.267 0.448 8.88900929634763e-12
VPS50 2.43569792168084e-16 -0.412982448332854 0.122 0.284 8.91173155584584e-12
EP300 2.66989550934102e-16 -0.31260029191247 0.153 0.333 9.76861368957691e-12
PHACTR1 2.70535004937777e-16 -0.346888093743663 0.427 0.594 9.89833476066338e-12
PRKAR2A 2.72037680172646e-16 -0.27475937246981 0.156 0.34 9.95331464215678e-12
SMURF2 2.78186334367126e-16 -0.524959348119333 0.125 0.284 1.01782816018244e-11
BMPR1A 3.1913321117086e-16 -0.317746815018703 0.157 0.333 1.16764459303194e-11
RALGAPA2 3.23631885809526e-16 -0.314760027171424 0.203 0.382 1.18410434379989e-11
UBE2W 3.29077414555239e-16 -0.487995479270014 0.166 0.332 1.20402844437471e-11
SLC24A2 3.32786909876868e-16 0.437212053637583 0.666 0.592 1.21760074585748e-11
NUFIP2 3.38259901919171e-16 -0.410067092256286 0.126 0.302 1.23762532914186e-11
PLPPR4 3.62890135092244e-16 -0.622110148051185 0.144 0.287 1.3277424262755e-11
ARHGAP12 3.6357473611863e-16 -0.558014533336555 0.116 0.27 1.33024724451084e-11
RGS7 3.66782283806465e-16 -0.392445082559046 0.381 0.522 1.34198301999109e-11
PPP3R1 3.72560323222969e-16 -0.283915079103428 0.198 0.373 1.3631237106082e-11
CLSTN1 4.04891113224027e-16 -0.469464509720682 0.305 0.467 1.48141560506407e-11
ZFAND3 4.0798196140602e-16 -0.189959629931863 0.417 0.593 1.49272440039235e-11
PTPN9 4.2856860887823e-16 -0.612883328417718 0.146 0.301 1.56804682616367e-11
TTC17 4.35776236424661e-16 -0.184193687745678 0.265 0.455 1.59441809383055e-11
PCCA 4.38612661292382e-16 -0.239091156063552 0.276 0.46 1.60479600513657e-11
AGO3 4.40451106399529e-16 -0.182447164650783 0.237 0.429 1.6115225080946e-11
HNRNPA3 4.4389910096437e-16 -0.171784129878688 0.164 0.363 1.62413803060844e-11
CNTN4 4.49413550440251e-16 -0.630116832292954 0.269 0.386 1.64431429835079e-11
RGS4 4.72468050031098e-16 -0.990728088631767 0.142 0.263 1.72866610145378e-11
UBE2K 4.78261443105002e-16 -0.256051742910606 0.264 0.451 1.74986296803258e-11
DAPK1 5.17345351593542e-16 -0.565931323552123 0.165 0.302 1.89286317241045e-11
HUWE1 5.17794856797782e-16 -0.42815786634145 0.172 0.343 1.89450782205172e-11
RABEP1 5.19580524357761e-16 -0.260777120145299 0.232 0.409 1.90104122252018e-11
CDH4 5.2540172856791e-16 -0.655138283543684 0.135 0.271 1.92233984448427e-11
SPATS2 5.33294185864575e-16 -0.606202817864205 0.136 0.279 1.95121676724131e-11
RBFOX3 5.47640883300884e-16 -0.726328638852772 0.21 0.325 2.00370846382127e-11
FLRT2 5.65254886360029e-16 -0.54777551958427 0.285 0.42 2.06815457821407e-11
AMPH 5.73944716153608e-16 -0.530534323087961 0.173 0.308 2.09994892746282e-11
TMEM108 6.02351464099877e-16 -0.480975658090038 0.257 0.402 2.20388353684863e-11
KCNQ3 6.10102137807387e-16 -0.661971928403383 0.337 0.459 2.23224170180967e-11
NFIX 6.30034639650884e-16 -0.311035038436882 0.254 0.43 2.30517073955465e-11
ZNF91 6.35287423319722e-16 -0.332583287828363 0.172 0.345 2.3243896244422e-11
RNF216 6.54765636761337e-16 -0.395586399543471 0.136 0.306 2.39565651178238e-11
OXR1 6.54918170190005e-16 -0.350606129294755 0.39 0.547 2.39621460109119e-11
CAMSAP2 6.5617714696122e-16 -0.260569128062158 0.286 0.463 2.40082094530171e-11
GRAMD1B 7.50398688064684e-16 -0.537098381898734 0.173 0.328 2.74555871989107e-11
TLE5 7.58357300615326e-16 -0.539477013981397 0.171 0.333 2.77467769149136e-11
XPO1 7.71381719548142e-16 -0.234198699540925 0.186 0.371 2.82233143548274e-11
ACAP2 7.78189613912125e-16 -0.23350015236719 0.239 0.429 2.84724015938168e-11
SRGAP1 7.84538057617836e-16 -0.503248074030976 0.119 0.266 2.87046784521214e-11
RBM6 8.06330259167586e-16 -0.165277446488041 0.337 0.521 2.95020115224236e-11
GABRB3 8.48642218092641e-16 -0.547642426908181 0.279 0.405 3.10501214755735e-11
SLC44A1 8.626574682129e-16 0.616897943504659 0.545 0.548 3.15629114469736e-11
ZFAND5 8.87390318179409e-16 -0.450884112165372 0.143 0.31 3.24678369615482e-11
SCN2A 9.45946643820119e-16 -0.581183364646187 0.269 0.394 3.46102958040905e-11
CNKSR2 9.63635307440188e-16 -0.625249787811441 0.224 0.354 3.52574886286216e-11
GIT2 1.00640362706435e-15 -0.57011919999637 0.124 0.276 3.68222959070305e-11
CMSS1 1.01548863620906e-15 -0.358977194689176 0.2 0.359 3.71546982216172e-11
RNF115 1.01839734440491e-15 -0.40153307891733 0.191 0.368 3.7261122037087e-11
RB1 1.04460062633129e-15 -0.42997776242389 0.159 0.327 3.82198477162092e-11
JMJD1C 1.05904351296332e-15 -0.228738271933916 0.53 0.673 3.87482840523018e-11
PIAS2 1.10892829569428e-15 -0.307317711770461 0.191 0.359 4.05734684828624e-11
ATP2B4 1.11415588590595e-15 -0.598218428078798 0.149 0.288 4.07647355535271e-11
RIMBP2 1.13168322563783e-15 -0.66991226494557 0.159 0.278 4.14060258596368e-11
ATP9B 1.14049146962538e-15 -0.25660971449032 0.224 0.413 4.17283018906534e-11
RPL32 1.14971991355254e-15 0.929393125993488 0.252 0.233 4.20659521970604e-11
CREBBP 1.21931500670819e-15 -0.196219003287832 0.22 0.414 4.46122974654394e-11
CCDC84 1.26795290400016e-15 -0.515802644612182 0.103 0.26 4.63918608515577e-11
CASK 1.27218090287297e-15 -0.292770443679781 0.182 0.35 4.65465548743162e-11
KIAA2026 1.28710615491085e-15 -0.184620250739926 0.158 0.35 4.70926399958784e-11
WLS 1.42525809334163e-15 -0.631591626677799 0.12 0.256 5.21473431191835e-11
CDC73 1.47035434973101e-15 -0.389186753849573 0.138 0.299 5.37973249479582e-11
SNX13 1.51354491632131e-15 -0.352526835962691 0.146 0.32 5.53775813983641e-11
SYT1 1.51368722134004e-15 -0.481615463643068 0.492 0.622 5.53827880543893e-11
COG6 1.56022550837063e-15 -0.462897367610195 0.121 0.273 5.70855309002646e-11
ANO5 1.56331844895295e-15 -0.653962231999764 0.138 0.277 5.71986954102904e-11
CCDC85A 1.64084818411724e-15 -0.776650894578128 0.153 0.266 6.00353533604817e-11
TAFA5 1.75924427575887e-15 -0.377395361295685 0.154 0.317 6.43672295614654e-11
ACO2 1.91487375449798e-15 -0.595359353095337 0.113 0.268 7.00614009295722e-11
AC012494.1 1.9778044611643e-15 0.784576723329559 0.257 0.183 7.23639096250796e-11
ABAT 2.06536879249813e-15 -0.510211539753303 0.132 0.284 7.55677133799214e-11
SLC20A2 2.07625083692239e-15 -0.373589455379299 0.225 0.412 7.59658656213164e-11
NFIA 2.10694475694688e-15 -0.421546957317843 0.37 0.525 7.70888947671725e-11
PTPRA 2.10910897451647e-15 -0.192272122853815 0.304 0.485 7.71680791596086e-11
SLC25A36 2.27953544961655e-15 -0.301061531964339 0.177 0.351 8.34036430305703e-11
RABGAP1 2.3281848984678e-15 -0.164314709628148 0.266 0.448 8.51836290651399e-11
RAB6A 2.35015232019523e-15 -0.19771595170782 0.262 0.444 8.59873730913032e-11
PREX2 2.40973297224827e-15 -0.541441428286712 0.166 0.302 8.81673099886196e-11
VWA8 2.46120385054743e-15 -0.322201439380774 0.241 0.407 9.00505264838293e-11
CTNNB1 2.48057004996259e-15 -0.391053964823536 0.146 0.319 9.07590969880312e-11
CHD2 2.4888428051544e-15 -0.235110862868698 0.228 0.41 9.10617805549893e-11
KCND2 2.51490359500577e-15 -0.617337226234062 0.267 0.381 9.20152927340711e-11
ARL8B 2.6121901893965e-15 -0.460324579891412 0.14 0.3 9.55748146496391e-11
RIMS1 2.6490889602487e-15 -0.512944817099372 0.312 0.433 9.69248668775794e-11
GABBR2 2.66895917457775e-15 -0.578713697327011 0.309 0.417 9.76518782794506e-11
SACS 2.83444586580285e-15 -0.431283240272522 0.129 0.288 1.03706705337995e-10
EML6 3.20833045816114e-15 -0.497770434461453 0.219 0.355 1.173863948032e-10
TNPO1 3.33774480608059e-15 -0.365621399766398 0.175 0.335 1.22121406964877e-10
USP22 3.60892733425089e-15 -0.382772391073202 0.219 0.394 1.32043433305571e-10
WDR17 3.73863309256122e-15 -0.433874129730378 0.184 0.335 1.3678910759063e-10
TENM4 3.77277853609477e-15 -0.549479252329347 0.252 0.379 1.38038421078636e-10
PAK3 3.86024907825665e-15 -0.537217704759736 0.282 0.397 1.41238793275254e-10
SLC30A9 3.94401458313392e-15 -0.325887215557721 0.125 0.291 1.44303605567704e-10
SEC14L1 3.95506654395786e-15 -0.4738071327715 0.108 0.269 1.4470797471033e-10
TRIM37 4.14748547634432e-15 -0.558555939585558 0.175 0.328 1.51748198608486e-10
XKR4 4.36671540359455e-15 -0.68520123194234 0.285 0.384 1.59769383186717e-10
AC009120.2 4.48394123886704e-15 -0.569712200732657 0.102 0.254 1.64058442047667e-10
USP25 4.4869284913527e-15 -0.39481457097975 0.152 0.31 1.64167739641613e-10
HGSNAT 4.52065005775626e-15 -0.422602008128616 0.136 0.297 1.65401544313186e-10
INPP4B 4.63959919620092e-15 -0.66785417559119 0.237 0.365 1.69753655390599e-10
LRRTM4 4.76795816092694e-15 -0.309815051657748 0.393 0.545 1.74450053191995e-10
ZSWIM5 5.31461389308525e-15 -0.152867891777648 0.181 0.355 1.94451093120203e-10
MCC 5.63337031484293e-15 -0.6789428613175 0.137 0.263 2.06113753079473e-10
TRIM33 5.66760617035124e-15 -0.232357294380889 0.21 0.389 2.07366374560811e-10
WIPF2 5.97371138017092e-15 -0.394674067527524 0.168 0.335 2.18566151977694e-10
ZNF827 5.99974220268275e-15 -0.407176990909636 0.136 0.292 2.19518567711757e-10
GPM6B 6.02746449933948e-15 0.597934365919216 0.678 0.665 2.20532871101833e-10
OPHN1 6.91722166643957e-15 -0.570953072389233 0.206 0.363 2.53087306331691e-10
CCAR1 6.94189503449658e-15 -0.374680112444945 0.113 0.275 2.53990055522161e-10
MED12L 6.987252808041e-15 -0.575258524566947 0.206 0.345 2.55649605740604e-10
G3BP2 6.99863588098739e-15 -0.409504774963814 0.151 0.316 2.56066089613567e-10
ATP9A 7.79907308000141e-15 -0.24116375901505 0.278 0.455 2.85352485851092e-10
ATRNL1 8.50382451516022e-15 -0.51697087712767 0.329 0.449 3.11137931360682e-10
CCDC7 8.88404289202659e-15 -0.2376442191067 0.123 0.286 3.25049361333469e-10
STAU1 8.89393166589146e-15 -0.482154310733701 0.11 0.267 3.25411171791637e-10
EML4 8.98075170295122e-15 -0.632908731128962 0.109 0.251 3.28587743307579e-10
PCLO 9.33791980065417e-15 -0.531025788078427 0.321 0.434 3.41655809666335e-10
PCSK2 9.35635519590045e-15 -0.697619881248261 0.179 0.294 3.42330323907606e-10
ATG5 9.48084355881204e-15 -0.524230895741043 0.106 0.253 3.46885104129815e-10
ZFR 9.65337778085819e-15 -0.203209644524328 0.209 0.397 3.53197786246039e-10
CDK12 9.67062799553369e-15 -0.38765703447818 0.099 0.257 3.53828937100587e-10
EPB41L2 9.95868940802969e-15 -0.291291877108504 0.291 0.471 3.6436852806099e-10
